Fallout 2 RE	Matched function	Line	Code
0x4f5720	void MVE_sndSync()	line 834 in movie_lib.c	sub_4F5720();
0x4f5cb0	void nfConfig()	line 847 in movie_lib.c	if (!sub_4F5CB0(v1[0], v1[1], v10, v9)) {
0x4f60c0	void SetPalette_()	line 895 in movie_lib.c	sub_4F60C0(v1[0], v19);
0x4f6080	void do_nothing_()	line 899 in movie_lib.c	sub_4F6080(dword_6B39C0, dword_6B39C4, v21);
0x4f5f40	void sfShowFrame()	line 901 in movie_lib.c	sub_4F5F40(dword_6B39C0, dword_6B39C4, v18);
0x4f5a00	void CallsSndBuff_Loc()	line 924 in movie_lib.c	sub_4F5A00(v14, v1[2]);
0x4f60f0	void palMakeSynthPalette()	line 937 in movie_lib.c	sub_4F60F0(v1[0], v1[1], v1[2], v1[3], v1[4], v1[5]);
0x4f6210	void palLoadPalette()	line 941 in movie_lib.c	sub_4F6210((unsigned char*)v1 + 4, v1[0], v1[1]);
0x4f9f28	void nfHPkDecomp()	line 977 in movie_lib.c	// sub_4F9F28(v3, v1[7], v1[2], v1[3], v1[4], v1[5]);
0x4f8dd4	void nfPkDecompH()	line 993 in movie_lib.c	// sub_4F8DD4(v3, v1[7], v1[2], v1[3], v1[4], v1[5]);
0x4f8dd4	void nfPkDecompH()	line 1009 in movie_lib.c	// sub_4F8DD4(v3, v1[7], v1[2], v1[3], v1[4], v1[5]);
0x4f7359	void nfPkDecomp()	line 1022 in movie_lib.c	sub_4F7359((unsigned char*)v3, (unsigned char*)&v1[7], v1[2], v1[3], v1[4], v1[5]);
0x4f6240	void MVE_rmEndMovie()	line 1033 in movie_lib.c	sub_4F6240();
0x4f54f0	void syncInit()	line 1038 in movie_lib.c	int sub_4F54F0(int a1, int a2)
0x4f4e40	void syncWait()	line 1048 in movie_lib.c	sub_4F4E40();
0x4f5540	void syncReset()	line 1052 in movie_lib.c	sub_4F5540(v2);
0x4f5540	void syncReset()	line 1058 in movie_lib.c	void sub_4F5540(int a1)
0x4f5570	void MVE_sndConfigure()	line 1065 in movie_lib.c	int sub_4F5570(int a1, int a2, int a3, int a4, int a5, int a6)
0x4f56f0	void MVE_sndReset()	line 1074 in movie_lib.c	sub_4F56F0();
0x4f56c0	void MVE_syncSync()	line 1115 in movie_lib.c	void sub_4F56C0()
0x4f56f0	void MVE_sndReset()	line 1124 in movie_lib.c	void sub_4F56F0()
0x4f5720	void MVE_sndSync()	line 1134 in movie_lib.c	void sub_4F5720()
0x4f59b0	void syncWaitLevel()	line 1153 in movie_lib.c	dword_51EDE8 = sub_4F59B0(dword_6B3AD0 >> 2) > -dword_6B3AD0 >> 1 && !dword_51EDEC;
0x4f5540	void syncReset()	line 1194 in movie_lib.c	sub_4F5540(dword_6B3AD0 + (dword_6B3AD0 >> 2));
0x4f59b0	void syncWaitLevel()	line 1276 in movie_lib.c	int sub_4F59B0(int a1)
0x4f5a00	void CallsSndBuff_Loc()	line 1296 in movie_lib.c	void sub_4F5A00(unsigned char* a1, int a2)
0x4f5b70	void MVE_sndAdd()	line 1336 in movie_lib.c	v2 = sub_4F5B70((unsigned char*)lpvAudioPtr1, &a1, dwAudioBytes1, 0, 1);
0x4f5b70	void MVE_sndAdd()	line 1342 in movie_lib.c	sub_4F5B70((unsigned char*)lpvAudioPtr2, &a1, dwAudioBytes2, v2, v3);
0x4f5b70	void MVE_sndAdd()	line 1362 in movie_lib.c	int sub_4F5B70(unsigned char* dest, unsigned char** src_ptr, int a3, int a4, int a5)
0x4f697c	void MVE_sndDecompM16()	line 1404 in movie_lib.c	result = sub_4F697C(v10, src, v11 >> 1, v9);
0x4f69ad	void MVE_sndDecompS16()	line 1422 in movie_lib.c	result = sub_4F69AD(v13, src, v14 >> 2, v12);
0x4f5ca0	void MVE_sndResume()	line 1429 in movie_lib.c	void sub_4F5CA0()
0x4f5cb0	void nfConfig()	line 1434 in movie_lib.c	int sub_4F5CB0(int a1, int a2, int a3, int a4)
0x4f731d	void nfPkConfig()	line 1497 in movie_lib.c	sub_4F731D();
0x4f5f40	void sfShowFrame()	line 1542 in movie_lib.c	void sub_4F5F40(int a1, int a2, int a3)
0x4fbe91	void mve_ShowFrameField()	line 1586 in movie_lib.c	// sub_4FBE91(off_6B4033, dword_6B3CFC, v6, dword_6B401B, dword_6B401F, dword_6B4017, dword_6B4023, v7, v5, a3);
0x4f6080	void do_nothing_()	line 1595 in movie_lib.c	void sub_4F6080(int a1, int a2, unsigned short* a3)
0x4f60c0	void SetPalette_()	line 1608 in movie_lib.c	void sub_4F60C0(int a1, int a2)
0x4f60f0	void palMakeSynthPalette()	line 1616 in movie_lib.c	void sub_4F60F0(int a1, int a2, int a3, int a4, int a5, int a6)
0x4f6210	void palLoadPalette()	line 1639 in movie_lib.c	void sub_4F6210(unsigned char* palette, int a2, int a3)
0x4f6240	void MVE_rmEndMovie()	line 1645 in movie_lib.c	void sub_4F6240()
0x4f4e40	void syncWait()	line 1648 in movie_lib.c	sub_4F4E40();
0x4f6270	void syncRelease()	line 1649 in movie_lib.c	sub_4F6270();
0x4f56f0	void MVE_sndReset()	line 1650 in movie_lib.c	sub_4F56F0();
0x4f6270	void syncRelease()	line 1656 in movie_lib.c	void sub_4F6270()
0x4f6350	void MVE_ReleaseMem()	line 1662 in movie_lib.c	void sub_4F6350()
0x4f6240	void MVE_rmEndMovie()	line 1664 in movie_lib.c	sub_4F6240();
0x4f6370	void ioRelease()	line 1665 in movie_lib.c	sub_4F6370();
0x4f6380	void MVE_sndRelease()	line 1666 in movie_lib.c	sub_4F6380();
0x4f6390	void nfRelease()	line 1667 in movie_lib.c	sub_4F6390();
0x4f6370	void ioRelease()	line 1671 in movie_lib.c	void sub_4F6370()
0x4f48c0	void MVE_MemFree()	line 1673 in movie_lib.c	sub_4F48C0(&stru_6B3690);
0x4f6380	void MVE_sndRelease()	line 1677 in movie_lib.c	void sub_4F6380()
0x4f6390	void nfRelease()	line 1682 in movie_lib.c	void sub_4F6390()
0x4f6550	void frLoad()	line 1696 in movie_lib.c	void sub_4F6550(STRUCT_4F6930* a1)
0x4f6610	void frSave()	line 1721 in movie_lib.c	void sub_4F6610(STRUCT_4F6930* a1)
0x4f6930	void MVE_frClose()	line 1749 in movie_lib.c	void sub_4F6930(STRUCT_4F6930* a1)
0x4f6610	void frSave()	line 1753 in movie_lib.c	sub_4F6610(&v1);
0x4f6550	void frLoad()	line 1754 in movie_lib.c	sub_4F6550(a1);
0x4f6370	void ioRelease()	line 1755 in movie_lib.c	sub_4F6370();
0x4f6390	void nfRelease()	line 1756 in movie_lib.c	sub_4F6390();
0x4f6550	void frLoad()	line 1757 in movie_lib.c	sub_4F6550(&v1);
0x4f697c	void MVE_sndDecompM16()	line 1765 in movie_lib.c	int sub_4F697C(unsigned short* a1, unsigned char* a2, int a3, int a4)
0x4f69ad	void MVE_sndDecompS16()	line 1784 in movie_lib.c	int sub_4F69AD(unsigned short* a1, unsigned char* a2, int a3, int a4)
0x4f731d	void nfPkConfig()	line 1809 in movie_lib.c	void sub_4F731D()
0x4f7359	void nfPkDecomp()	line 1839 in movie_lib.c	void sub_4F7359(unsigned char* a1, unsigned char* a2, int a3, int a4, int a5, int a6)
0x488340	void nevs_alloc()	line 19 in nevs.c	Nevs* sub_488340()
0x4883ac	void nevs_close()	line 38 in nevs.c	void sub_4883AC()
0x4883d4	void nevs_removeprogramreferences()	line 47 in nevs.c	void sub_4883D4(int a1)
0x488418	void nevs_initonce()	line 61 in nevs.c	void sub_488418()
0x466f6c	void interpretRegisterProgramDeleteCallback()	line 64 in nevs.c	// sub_466F6C(sub_4883D4);
0x48846c	void nevs_find()	line 77 in nevs.c	Nevs* sub_48846C(const char* a1)
0x4884c8	void nevs_addevent()	line 95 in nevs.c	int sub_4884C8(const char* a1, int a2, int a3, int a4)
0x48846c	void nevs_find()	line 99 in nevs.c	nevs = sub_48846C(a1);
0x488340	void nevs_alloc()	line 101 in nevs.c	nevs = sub_488340();
0x48859c	void nevs_clearevent()	line 120 in nevs.c	int sub_48859C(const char* a1)
0x48846c	void nevs_find()	line 124 in nevs.c	Nevs* nevs = sub_48846C(a1);
0x48862c	void nevs_signal()	line 135 in nevs.c	int sub_48862C(const char* a1)
0x48846c	void nevs_find()	line 139 in nevs.c	Nevs* nevs = sub_48846C(a1);
0x4886ac	void nevs_update()	line 157 in nevs.c	void sub_4886AC()
0x46db58	void executeProc()	line 184 in nevs.c	// sub_46DB58(nevs->field_24, nevs->field_28);
0x48cb88	void obj_offset_table_init()	line 272 in object.c	if (sub_48CB88() == -1) {
0x48ce10	void obj_order_table_init()	line 276 in object.c	if (sub_48CE10() == -1) {
0x48cf8c	void obj_render_table_init()	line 280 in object.c	if (sub_48CF8C() == -1) {
0x48d020	void obj_light_table_init()	line 292 in object.c	sub_48D020();
0x48d1e4	void obj_blend_table_init()	line 293 in object.c	sub_48D1E4();
0x48cf50	void obj_order_table_exit()	line 336 in object.c	sub_48CF50();
0x48cda0	void obj_offset_table_exit()	line 340 in object.c	sub_48CDA0();
0x48b318	void obj_remove_all()	line 350 in object.c	sub_48B318();
0x48b318	void obj_remove_all()	line 363 in object.c	sub_48B318();
0x48d2e8	void obj_blend_table_exit()	line 367 in object.c	sub_48D2E8();
0x48d000	void obj_render_table_exit()	line 372 in object.c	sub_48D000();
0x48cf50	void obj_order_table_exit()	line 375 in object.c	sub_48CF50();
0x48cda0	void obj_offset_table_exit()	line 377 in object.c	sub_48CDA0();
0x48911c	void object_fix_weapon_ammo()	line 414 in object.c	sub_48911C(obj);
0x48fa14	void obj_fix_violence_settings()	line 515 in object.c	sub_48FA14(&(objectListNode->obj->fid));
0x48d8e8	void obj_insert()	line 518 in object.c	sub_48D8E8(objectListNode);
0x48d414	void obj_load_obj()	line 550 in object.c	if (sub_48D414(stream, &(inventoryItem->item), elevation, objectListNode->obj) == -1) {
0x48ac54	void obj_rebuild_all_light()	line 562 in object.c	sub_48AC54();
0x48909c	void obj_fix_combat_cid_for_dude()	line 568 in object.c	void sub_48909C()
0x420e24	void find_cid()	line 576 in object.c	int index = sub_420E24(0, gDude->data.critter.combat.whoHitMeCid, critterList, critterListLength);
0x48911c	void object_fix_weapon_ammo()	line 593 in object.c	void sub_48911C(Object* obj)
0x48c7a0	void obj_process_seen()	line 669 in object.c	sub_48C7A0();
0x48d348	void obj_save_obj()	line 698 in object.c	if (sub_48D348(stream, object) == -1) {
0x489550	void obj_render_pre_roof()	line 723 in object.c	void sub_489550(Rect* rect, int elevation)
0x47a980	DWORD light_get_tile(DWORD elevation, DWORD tileNum)	line 758 in object.c	int q = sub_47A980(elevation, objectListNode->obj->tile);
0x48f1b0	void obj_render_object()	line 777 in object.c	sub_48F1B0(objectListNode->obj, &updatedRect, v2);
0x47a980	DWORD light_get_tile(DWORD elevation, DWORD tileNum)	line 802 in object.c	int w = sub_47A980(elevation, objectListNode->obj->tile);
0x48f1b0	void obj_render_object()	line 816 in object.c	sub_48F1B0(object, &updatedRect, v2);
0x4897ec	void obj_render_post_roof()	line 832 in object.c	void sub_4897EC(Rect* rect, int elevation)
0x48f1b0	void obj_render_object()	line 853 in object.c	sub_48F1B0(object, &updatedRect, 0x10000);
0x48d8e8	void obj_insert()	line 876 in object.c	sub_48D8E8(objectListNode);
0x49f8a0	void proto_update_init()	line 892 in object.c	sub_49F8A0(objectListNode->obj);
0x48af2c	void obj_toggle_flat()	line 902 in object.c	sub_48AF2C(objectListNode->obj, NULL);
0x49a9b4	void obj_new_sid()	line 945 in object.c	sub_49A9B4(objectListNode->obj, &(objectListNode->obj->sid));
0x489ccc	void obj_copy()	line 965 in object.c	int sub_489CCC(Object** a1, Object* a2)
0x48d8e8	void obj_insert()	line 992 in object.c	sub_48D8E8(objectListNode);
0x49a9b4	void obj_new_sid()	line 998 in object.c	sub_49A9B4(objectListNode->obj, &(objectListNode->obj->sid));
0x489ccc	void obj_copy()	line 1019 in object.c	if (sub_489CCC(&newItem, oldInventoryItem->item) == -1) {
0x489ec4	DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	line 1038 in object.c	int sub_489EC4(Object* object, int tile, int elevation, Rect* rect)
0x48db28	void obj_connect_to_tile()	line 1061 in object.c	return sub_48DB28(objectListNode, tile, elevation, rect);
0x489f34	void obj_disconnect()	line 1065 in object.c	int sub_489F34(Object* obj, Rect* rect)
0x48dc28	void obj_adjust_light()	line 1077 in object.c	if (sub_48DC28(obj, 1, rect) == -1) {
0x489ff8	void obj_offset()	line 1104 in object.c	int sub_489FF8(Object* obj, int x, int y, Rect* rect)
0x48d8e8	void obj_insert()	line 1139 in object.c	sub_48D8E8(node);
0x489ff8	void obj_offset()	line 1143 in object.c	sub_489FF8(gEgg, x, y, NULL);
0x48d8e8	void obj_insert()	line 1163 in object.c	sub_48D8E8(node);
0x489ff8	void obj_offset()	line 1165 in object.c	sub_489FF8(gEgg, x, y, NULL);
0x48d8e8	void obj_insert()	line 1188 in object.c	sub_48D8E8(node);
0x48d8e8	void obj_insert()	line 1214 in object.c	sub_48D8E8(node);
0x48a324	void obj_move()	line 1222 in object.c	int sub_48A324(Object* a1, int a2, int a3, int elevation, Rect* a5)
0x48dc28	void obj_adjust_light()	line 1239 in object.c	if (sub_48DC28(a1, 1, a5) == -1) {
0x48d8e8	void obj_insert()	line 1301 in object.c	sub_48D8E8(node);
0x48a324	void obj_move()	line 1313 in object.c	sub_48A324(gEgg, a2, a3, elevation, &rect);
0x48a324	void obj_move()	line 1316 in object.c	sub_48A324(gEgg, a2, a3, elevation, NULL);
0x48dc28	void obj_adjust_light()	line 1345 in object.c	int v5 = sub_48DC28(obj, 1, rect);
0x48db28	void obj_connect_to_tile()	line 1366 in object.c	if (sub_48DB28(node, tile, elevation, rect) == -1) {
0x421d50	void combat_update_critter_outline_for_los()	line 1373 in object.c	sub_421D50(obj, v8);
0x4bfd50	void wmMapMarkMapEntranceState()	line 1404 in object.c	sub_4BFD50(transition.map, transition.tile, 1);
0x4b23d4	void tile_fill_roof()	line 1424 in object.c	sub_4B23D4(dword_519770, dword_519774, elevation, 1);
0x4b23d4	void tile_fill_roof()	line 1428 in object.c	sub_4B23D4(v14, v15, elevation, 0);
0x426ddc	void combat_delete_critter()	line 1459 in object.c	sub_426DDC(obj);
0x48a9a0	void obj_reset_roof()	line 1467 in object.c	int sub_48A9A0()
0x4b23d4	void tile_fill_roof()	line 1471 in object.c	sub_4B23D4(dword_519770, dword_519774, gDude->elevation, 1);
0x48ac54	void obj_rebuild_all_light()	line 1670 in object.c	void sub_48AC54()
0x48dc28	void obj_adjust_light()	line 1677 in object.c	sub_48DC28(objectListNode->obj, 0, NULL);
0x48ad9c	void obj_turn_off_light()	line 1693 in object.c	v7 = sub_48AD9C(obj, rect);
0x48ad48	void obj_turn_on_light()	line 1703 in object.c	v7 = sub_48AD48(obj, &new_rect);
0x48ad48	void obj_turn_on_light()	line 1706 in object.c	v7 = sub_48AD48(obj, NULL);
0x48ad48	void obj_turn_on_light()	line 1738 in object.c	int sub_48AD48(Object* obj, Rect* rect)
0x48dc28	void obj_adjust_light()	line 1752 in object.c	if (sub_48DC28(obj, 0, rect) == -1) {
0x48ad9c	void obj_turn_off_light()	line 1763 in object.c	int sub_48AD9C(Object* obj, Rect* rect)
0x48dc28	void obj_adjust_light()	line 1775 in object.c	if (sub_48DC28(obj, 1, rect) == -1) {
0x48dc28	void obj_adjust_light()	line 1801 in object.c	if (sub_48DC28(obj, 0, rect) == -1) {
0x48dc28	void obj_adjust_light()	line 1829 in object.c	if (sub_48DC28(object, 1, rect) == -1) {
0x48af2c	void obj_toggle_flat()	line 1887 in object.c	int sub_48AF2C(Object* object, Rect* rect)
0x48d8e8	void obj_insert()	line 1917 in object.c	sub_48D8E8(node);
0x48d8e8	void obj_insert()	line 1934 in object.c	sub_48D8E8(node);
0x44e544	void gmouse_remove_item_outline()	line 1947 in object.c	sub_44E544(object);
0x48dc28	void obj_adjust_light()	line 1952 in object.c	if (sub_48DC28(object, 1, rect) == -1) {
0x48da58	void obj_remove()	line 1958 in object.c	if (sub_48DA58(node, previousNode) != 0) {
0x48da58	void obj_remove()	line 1972 in object.c	if (sub_48DA58(node, node) == -1) {
0x48b1b0	void obj_inven_free()	line 1980 in object.c	int sub_48B1B0(Inventory* inventory)
0x48da58	void obj_remove()	line 1991 in object.c	sub_48DA58(node, node);
0x48b24c	void obj_action_can_use()	line 2007 in object.c	bool sub_48B24C(Object* obj)
0x49e99c	void proto_action_can_use()	line 2011 in object.c	return sub_49E99C(pid);
0x48b278	void obj_action_can_talk_to()	line 2018 in object.c	bool sub_48B278(Object* obj)
0x49ea24	void proto_action_can_talk_to()	line 2020 in object.c	return sub_49EA24(obj->pid) && ((obj->pid >> 24) == OBJ_TYPE_CRITTER) && critterIsActive(obj);
0x48b2a8	void obj_portal_is_walk_thru()	line 2024 in object.c	bool sub_48B2A8(Object* obj)
0x48b318	void obj_remove_all()	line 2070 in object.c	void sub_48B318()
0x4a63e0	void scr_remove_all()	line 2076 in object.c	sub_4A63E0();
0x48da58	void obj_remove()	line 2084 in object.c	if (sub_48DA58(node, prev) == -1) {
0x48da58	void obj_remove()	line 2096 in object.c	if (sub_48DA58(node, prev) == -1) {
0x48b7f8	void obj_occupied()	line 2338 in object.c	bool sub_48B7F8(int tile, int elevation)
0x48b848	GameObject* obj_blocking_at(GameObject* object, DWORD tile, DWORD elevation)	line 2354 in object.c	Object* sub_48B848(Object* a1, int tile, int elev)
0x48b930	void obj_shoot_blocking_at()	line 2407 in object.c	Object* sub_48B930(Object* obj, int tile, int elev)
0x48ba20	void obj_ai_blocking_at()	line 2456 in object.c	Object* sub_48BA20(Object* a1, int tile, int elevation)
0x48bb44	void obj_scroll_blocking_at()	line 2519 in object.c	int sub_48BB44(int tile, int elev)
0x48bb88	void obj_sight_blocking_at()	line 2543 in object.c	Object* sub_48BB88(Object* a1, int tile, int elevation)
0x48bdd8	void translucent_trans_buf_to_buf()	line 2692 in object.c	void sub_48BDD8(unsigned char* src, int srcWidth, int srcHeight, int srcPitch, unsigned char* dest, int destX, int destY, int destPitch, unsigned char* a9, unsigned char* a10)
0x48befc	void dark_trans_buf_to_buf()	line 2717 in object.c	void sub_48BEFC(unsigned char* src, int srcWidth, int srcHeight, int srcPitch, unsigned char* dest, int destX, int destY, int destPitch, int light)
0x48bf88	void dark_translucent_trans_buf_to_buf()	line 2749 in object.c	void sub_48BF88(unsigned char* src, int srcWidth, int srcHeight, int srcPitch, unsigned char* dest, int destX, int destY, int destPitch, int light, unsigned char* a10, unsigned char* a11)
0x48c03c	void intensity_mask_buf_to_buf()	line 2779 in object.c	void sub_48C03C(unsigned char* src, int srcWidth, int srcHeight, int srcPitch, unsigned char* dest, int destPitch, unsigned char* mask, int maskPitch, int light)
0x48c340	void obj_intersects_with()	line 2863 in object.c	int sub_48C340(Object* object, int x, int y)
0x4b1994	void tile_in_front_of()	line 2924 in object.c	v20 = sub_4B1994(object->tile, gDude->tile);
0x4b1994	void tile_in_front_of()	line 2928 in object.c	v20 = sub_4B1994(object->tile, gDude->tile) || sub_4B1A00(gDude->tile, object->tile);
0x4b1994	void tile_in_front_of()	line 2930 in object.c	v20 = sub_4B1994(object->tile, gDude->tile) && sub_4B1A00(gDude->tile, object->tile);
0x4b1a00	void tile_to_right_of()	line 2932 in object.c	v20 = sub_4B1A00(gDude->tile, object->tile);
0x48c340	void obj_intersects_with()	line 2936 in object.c	if (sub_48C340(gEgg, x, y) != 0) {
0x48c5c4	void obj_create_intersect_list()	line 2954 in object.c	int sub_48C5C4(int x, int y, int elevation, int objectType, ObjectWithFlags** entriesPtr)
0x48c340	void obj_intersects_with()	line 2979 in object.c	int flags = sub_48C340(object, x, y);
0x48c74c	void obj_delete_intersect_list()	line 3000 in object.c	void sub_48C74C(ObjectWithFlags** entriesPtr)
0x48c788	void obj_clear_seen()	line 3009 in object.c	void sub_48C788()
0x48c7a0	void obj_process_seen()	line 3015 in object.c	void sub_48C7A0()
0x48c938	void obj_preload_art_cache()	line 3101 in object.c	void sub_48C938(int flags)
0x48cb88	void obj_offset_table_init()	line 3186 in object.c	int sub_48CB88()
0x48cda0	void obj_offset_table_exit()	line 3267 in object.c	sub_48CDA0();
0x48cda0	void obj_offset_table_exit()	line 3273 in object.c	void sub_48CDA0()
0x48ce10	void obj_order_table_init()	line 3297 in object.c	int sub_48CE10()
0x48cf50	void obj_order_table_exit()	line 3326 in object.c	sub_48CF50();
0x48cf20	void obj_order_comp_func_even()	line 3332 in object.c	int sub_48CF20(const void* a1, const void* a2)
0x48cf38	void obj_order_comp_func_odd()	line 3340 in object.c	int sub_48CF38(const void* a1, const void* a2)
0x48cf50	void obj_order_table_exit()	line 3350 in object.c	void sub_48CF50()
0x48cf8c	void obj_render_table_init()	line 3364 in object.c	int sub_48CF8C()
0x48d000	void obj_render_table_exit()	line 3385 in object.c	void sub_48D000()
0x48d020	void obj_light_table_init()	line 3394 in object.c	void sub_48D020()
0x48d1e4	void obj_blend_table_init()	line 3415 in object.c	void sub_48D1E4()
0x4c7dc0	BlendColorTableData* getColorBlendTable(DWORD color)	line 3428 in object.c	dword_519780 = sub_4C7DC0(byte_6A38D0[25439]);
0x4c7dc0	BlendColorTableData* getColorBlendTable(DWORD color)	line 3429 in object.c	dword_519784 = sub_4C7DC0(byte_6A38D0[10239]);
0x4c7dc0	BlendColorTableData* getColorBlendTable(DWORD color)	line 3430 in object.c	dword_519788 = sub_4C7DC0(byte_6A38D0[32767]);
0x4c7dc0	BlendColorTableData* getColorBlendTable(DWORD color)	line 3431 in object.c	dword_51978C = sub_4C7DC0(byte_6A38D0[30689]);
0x4c7dc0	BlendColorTableData* getColorBlendTable(DWORD color)	line 3432 in object.c	dword_519790 = sub_4C7DC0(byte_6A38D0[31744]);
0x48d2e8	void obj_blend_table_exit()	line 3438 in object.c	void sub_48D2E8()
0x4c7e20	void freeColorBlendTable(DWORD color)	line 3440 in object.c	sub_4C7E20(byte_6A38D0[25439]);
0x4c7e20	void freeColorBlendTable(DWORD color)	line 3441 in object.c	sub_4C7E20(byte_6A38D0[10239]);
0x4c7e20	void freeColorBlendTable(DWORD color)	line 3442 in object.c	sub_4C7E20(byte_6A38D0[32767]);
0x4c7e20	void freeColorBlendTable(DWORD color)	line 3443 in object.c	sub_4C7E20(byte_6A38D0[30689]);
0x4c7e20	void freeColorBlendTable(DWORD color)	line 3444 in object.c	sub_4C7E20(byte_6A38D0[31744]);
0x48d348	void obj_save_obj()	line 3448 in object.c	int sub_48D348(File* stream, Object* object)
0x48d348	void obj_save_obj()	line 3484 in object.c	if (sub_48D348(stream, inventoryItem->item) == -1) {
0x48d414	void obj_load_obj()	line 3497 in object.c	int sub_48D414(File* stream, Object** objectPtr, int elevation, Object* owner)
0x48fa14	void obj_fix_violence_settings()	line 3520 in object.c	sub_48FA14(&(obj->fid));
0x419930	void art_fid_valid()	line 3522 in object.c	if (!sub_419930(obj->fid)) {
0x48d414	void obj_load_obj()	line 3556 in object.c	if (sub_48D414(stream, &(inventoryItem->item), elevation, obj) != 0) {
0x48d59c	void obj_save_dude()	line 3568 in object.c	int sub_48D59C(File* stream)
0x48d348	void obj_save_obj()	line 3575 in object.c	sub_48D348(stream, gDude);
0x48d600	void obj_load_dude()	line 3590 in object.c	int sub_48D600(File* stream)
0x48d414	void obj_load_obj()	line 3600 in object.c	int rc = sub_48D414(stream, &temp, -1, NULL);
0x48909c	void obj_fix_combat_cid_for_dude()	line 3635 in object.c	sub_48909C();
0x46e724	void inven_reset_dude()	line 3651 in object.c	sub_46E724();
0x48d8e8	void obj_insert()	line 3793 in object.c	void sub_48D8E8(ObjectListNode* objectListNode)
0x48da58	void obj_remove()	line 3854 in object.c	int sub_48DA58(ObjectListNode* a1, ObjectListNode* a2)
0x48b1b0	void obj_inven_free()	line 3864 in object.c	sub_48B1B0(&(a1->obj->data.inventory));
0x48db28	void obj_connect_to_tile()	line 3894 in object.c	int sub_48DB28(ObjectListNode* node, int tile, int elevation, Rect* rect)
0x48d8e8	void obj_insert()	line 3914 in object.c	sub_48D8E8(node);
0x48dc28	void obj_adjust_light()	line 3916 in object.c	if (sub_48DC28(node->obj, 0, rect) == -1) {
0x48dc28	void obj_adjust_light()	line 3926 in object.c	int sub_48DC28(Object* obj, int a2, Rect* rect)
0x48f1b0	void obj_render_object()	line 4845 in object.c	void sub_48F1B0(Object* object, Rect* rect, int light)
0x4b1994	void tile_in_front_of()	line 4922 in object.c	v17 = sub_4B1994(object->tile, gDude->tile);
0x4b1a00	void tile_to_right_of()	line 4924 in object.c	|| !sub_4B1A00(object->tile, gDude->tile)
0x4b1994	void tile_in_front_of()	line 4932 in object.c	v17 = sub_4B1994(object->tile, gDude->tile)
0x4b1a00	void tile_to_right_of()	line 4933 in object.c	|| sub_4B1A00(gDude->tile, object->tile);
0x4b1994	void tile_in_front_of()	line 4935 in object.c	v17 = sub_4B1994(object->tile, gDude->tile)
0x4b1a00	void tile_to_right_of()	line 4936 in object.c	&& sub_4B1A00(gDude->tile, object->tile);
0x4b1a00	void tile_to_right_of()	line 4938 in object.c	v17 = sub_4B1A00(gDude->tile, object->tile);
0x4b1994	void tile_in_front_of()	line 4940 in object.c	&& sub_4B1994(gDude->tile, object->tile)
0x48befc	void dark_trans_buf_to_buf()	line 5006 in object.c	sub_48BEFC(sp, v21->right - v21->left + 1, v21->bottom - v21->top + 1, frameWidth, gObjectsWindowBuffer, v21->left, v21->top, gObjectsWindowPitch, light);
0x48c03c	void intensity_mask_buf_to_buf()	line 5011 in object.c	sub_48C03C(
0x48bf88	void dark_translucent_trans_buf_to_buf()	line 5034 in object.c	sub_48BF88(src, objectWidth, objectHeight, frameWidth, gObjectsWindowBuffer, objectRect.left, objectRect.top, gObjectsWindowPitch, light, dword_519790, byte_660FA0);
0x48bf88	void dark_translucent_trans_buf_to_buf()	line 5037 in object.c	sub_48BF88(src, objectWidth, objectHeight, frameWidth, gObjectsWindowBuffer, objectRect.left, objectRect.top, gObjectsWindowPitch, 0x10000, dword_519780, byte_660FA0);
0x48bf88	void dark_translucent_trans_buf_to_buf()	line 5040 in object.c	sub_48BF88(src, objectWidth, objectHeight, frameWidth, gObjectsWindowBuffer, objectRect.left, objectRect.top, gObjectsWindowPitch, light, dword_519784, byte_660EA0);
0x48bf88	void dark_translucent_trans_buf_to_buf()	line 5043 in object.c	sub_48BF88(src, objectWidth, objectHeight, frameWidth, gObjectsWindowBuffer, objectRect.left, objectRect.top, gObjectsWindowPitch, light, dword_519788, byte_660FA0);
0x48bf88	void dark_translucent_trans_buf_to_buf()	line 5046 in object.c	sub_48BF88(src, objectWidth, objectHeight, frameWidth, gObjectsWindowBuffer, objectRect.left, objectRect.top, gObjectsWindowPitch, light, dword_51978C, byte_660FA0);
0x48befc	void dark_trans_buf_to_buf()	line 5049 in object.c	sub_48BEFC(src, objectWidth, objectHeight, frameWidth, gObjectsWindowBuffer, objectRect.left, objectRect.top, gObjectsWindowPitch, light);
0x48fa14	void obj_fix_violence_settings()	line 5059 in object.c	void sub_48FA14(int* fid)
0x48fb08	void obj_preload_sort()	line 5110 in object.c	int sub_48FB08(const void* a1, const void* a2)
0x4c8b78	DWORD get_input()	line 366 in options.c	int keyCode = sub_4C8B78();
0x490798	void do_prefscreen()	line 420 in options.c	sub_490798();
0x451998	void gsound_lrg_butt_press()	line 550 in options.c	buttonSetCallbacks(btn, sub_451998, sub_4519A0);
0x490748	void ShadeScreen()	line 612 in options.c	sub_490748(a1);
0x451970	void gsound_red_butt_press()	line 711 in options.c	buttonSetCallbacks(doneBtn, sub_451970, sub_451978);
0x4c8b78	DWORD get_input()	line 718 in options.c	int keyCode = sub_4C8B78();
