Function	Code	File
void perk_description()	jmp  fo::funcoffs::perk_description_;	Modules\Perks.cpp
	jmp  fo::funcoffs::perk_description_;	Modules\Perks.cpp
void perk_skilldex_fid()	jmp  fo::funcoffs::perk_skilldex_fid_;	Modules\Perks.cpp
	jmp  fo::funcoffs::perk_skilldex_fid_;	Modules\Perks.cpp
void perk_add_effect(GameObject* critter, DWORD perkId)	fo::func::perk_add_effect(critter, queue->perkId);	Modules\BugFixes.cpp
	fo::func::perk_add_effect(fo::var::obj_dude, perkID);	Modules\Perks.cpp
void EndPipboy()	call fo::funcoffs::EndPipboy_;	Modules\QuestList.cpp
void pip_print()	jmp  fo::funcoffs::pip_print_;	Modules\QuestList.cpp
void pip_back()	call fo::funcoffs::pip_back_;	Modules\QuestList.cpp
void PipStatus()	call fo::funcoffs::PipStatus_;	Modules\BugFixes.cpp
void ListHoloDiskTitles()	call fo::funcoffs::ListHoloDiskTitles_;	Modules\BugFixes.cpp
void PipAlarm()	SafeWrite8(0x499518, CodeType::Ret);	Modules\MiscPatches.cpp
void AddHotLines()	call fo::funcoffs::AddHotLines_;	Modules\BugFixes.cpp
void obj_new_sid()	fo::func::obj_new_sid_inst(object, scriptType, scriptIndex);	Modules\Scripting\Handlers\Objects.cpp
DWORD obj_new_sid_inst(GameObject* object, DWORD sType, DWORD scriptIndex)	fo::func::obj_new_sid_inst(object, scriptType, scriptIndex);	Modules\Scripting\Handlers\Objects.cpp
void obj_examine()	call fo::funcoffs::obj_examine_;	Modules\BugFixes.cpp
void obj_remove_from_inven()	jmp  fo::funcoffs::obj_remove_from_inven_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::obj_remove_from_inven_;	Modules\BugFixes.cpp
void obj_drop(GameObject* source, GameObject* objectToDrop)	__asm call fo::funcoffs::obj_drop_;	Modules\HookScripts\InventoryHs.cpp
DWORD obj_destroy(GameObject* object)	fo::func::obj_destroy(item);	Game\items.cpp
	fo::func::obj_destroy(ammo);	Modules\AI.cpp
	fo::func::obj_destroy(ammo);	Modules\AI.cpp
void obj_use_power_on_car()	call fo::funcoffs::obj_use_power_on_car_;	Modules\BugFixes.cpp
void protinst_use_item()	jmp fo::funcoffs::protinst_use_item_;	Modules\HookScripts\ObjectHs.cpp
void protinst_use_item_on()	jmp fo::funcoffs::protinst_use_item_on_;	Modules\HookScripts\ObjectHs.cpp
void obj_is_a_portal()	call fo::funcoffs::obj_is_a_portal_;	Modules\BugFixes.cpp
	call fo::funcoffs::obj_is_a_portal_;	Modules\BugFixes.cpp
void obj_lock()	ctx.setReturn(fo::func::obj_lock_is_jammed(ctx.arg(0).object()));	Modules\Scripting\Handlers\Objects.cpp
bool obj_is_openable(GameObject* object)	if (fo::func::obj_is_openable(object)) {	FalloutEngine\EngineUtils.cpp
void obj_is_open()	if (fo::func::obj_is_openable(object)) {	FalloutEngine\EngineUtils.cpp
DWORD obj_lock_is_jammed(GameObject* object)	ctx.setReturn(fo::func::obj_lock_is_jammed(ctx.arg(0).object()));	Modules\Scripting\Handlers\Objects.cpp
void obj_unjam_lock(GameObject* object)	fo::func::obj_unjam_lock(ctx.arg(0).object());	Modules\Scripting\Handlers\Objects.cpp
void proto_list_str()	call fo::funcoffs::proto_list_str_;	Modules\LoadOrder.cpp
	call fo::funcoffs::proto_list_str_;	Modules\LoadOrder.cpp
char* proto_get_msg_info(DWORD pid, DWORD msgType)	: fo::func::proto_get_msg_info(object->protoId, 0);	Modules\SubModules\ObjectName.cpp
void proto_name()	jmp  fo::funcoffs::proto_name_;	Modules\SubModules\ObjectName.cpp
void proto_dude_update_gender()	fo::func::proto_dude_update_gender(); // refresh PC base model art	Modules\HeroAppearance.cpp
	call fo::funcoffs::proto_dude_update_gender_;	Modules\HeroAppearance.cpp
	fo::func::proto_dude_update_gender();	Modules\HeroAppearance.cpp
	fo::func::proto_dude_update_gender();	Modules\HeroAppearance.cpp
void proto_dude_init()	jmp  fo::funcoffs::proto_dude_init_;	Modules\Premade.cpp
void proto_remove_all()	jmp  fo::funcoffs::proto_remove_all_;	Modules\CritterStats.cpp
DWORD proto_ptr(DWORD pid, Proto** ptrPtr)	return (fo::func::proto_ptr(pid, outProto) != -1);	FalloutEngine\EngineUtils.cpp
	call fo::funcoffs::proto_ptr_;	Modules\BugFixes.cpp
	call fo::funcoffs::proto_ptr_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::proto_ptr_;	Modules\CritterStats.cpp
	long result = fo::func::proto_ptr(pid, (fo::Proto**)&proto);	Modules\CritterStats.cpp
	if (proto == nullptr) fo::func::proto_ptr(critter->protoId, (fo::Proto**)&proto); // regular prototype	Modules\CritterStats.cpp
	if (fo::func::proto_ptr(critter->protoId, (fo::Proto**)&proto) != -1) {	Modules\CritterStats.cpp
	call fo::funcoffs::proto_ptr_;	Modules\Inventory.cpp
	if (!proto && fo::func::proto_ptr(critter->protoId, (fo::Proto**)&proto) == -1) return;	Modules\Stats.cpp
	if (fo::func::proto_ptr(critter->protoId, &proto) == -1) return;	Modules\Stats.cpp
	if (fo::util::CheckProtoID(pid) && fo::func::proto_ptr(pid, &protoPtr) != result) {	Modules\Scripting\Handlers\Objects.cpp
DWORD queue_add(DWORD time, GameObject* object, void* data, DWORD qType)	jmp  fo::funcoffs::queue_add_; // critter_wake_up_ will be called (stand up anim)	Modules\BugFixes.cpp
	//fo::func::queue_add(10 * (505 - 5 * critter->critter.poison), critter, nullptr, fo::QueueType::poison_event);	Modules\CritterPoison.cpp
	fo::func::queue_add(10, dude, nullptr, fo::QueueType::poison_event);	Modules\CritterPoison.cpp
	fo::func::queue_add(member.sneak_queue_time - fo::var::fallout_game_time, npc, 0, fo::QueueType::sneak_event);	Modules\PartyControl.cpp
	fo::func::queue_add(realDude.sneak_queue_time - fo::var::fallout_game_time, realDude.obj_dude, 0, fo::QueueType::sneak_event);	Modules\PartyControl.cpp
	jmp  fo::funcoffs::queue_add_;	Modules\HookScripts\MiscHs.cpp
	jmp  fo::funcoffs::queue_add_;	Modules\HookScripts\MiscHs.cpp
void queue_remove()	fo::func::queue_remove_this(critter, fo::QueueType::drug_effect_event);	Modules\BugFixes.cpp
	fo::func::queue_remove_this(realDude.obj_dude, fo::QueueType::sneak_event);	Modules\PartyControl.cpp
	fo::func::queue_remove_this(fo::var::obj_dude, fo::QueueType::sneak_event); // remove the event	Modules\PartyControl.cpp
void queue_remove_this(GameObject* object, DWORD qType)	fo::func::queue_remove_this(critter, fo::QueueType::drug_effect_event);	Modules\BugFixes.cpp
	call fo::funcoffs::queue_remove_this_;    // Remove knockout from queue (if there is one)	Modules\BugFixes.cpp
	jmp  fo::funcoffs::queue_remove_this_;	Modules\BugFixes.cpp
	fo::func::queue_remove_this(realDude.obj_dude, fo::QueueType::sneak_event);	Modules\PartyControl.cpp
	call fo::funcoffs::queue_remove_this_;	Modules\PartyControl.cpp
	fo::func::queue_remove_this(fo::var::obj_dude, fo::QueueType::sneak_event); // remove the event	Modules\PartyControl.cpp
void queue_find()	return (fo::QueueAddictData*)fo::func::queue_find_first(fo::var::obj_dude, fo::QueueType::addict_event);	FalloutEngine\EngineUtils.cpp
	fo::QueueAddictData* queue = (fo::QueueAddictData*)fo::func::queue_find_first(critter, fo::QueueType::addict_event);	FalloutEngine\EngineUtils.cpp
	queue = (fo::QueueAddictData*)fo::func::queue_find_next(critter, fo::QueueType::addict_event);	FalloutEngine\EngineUtils.cpp
	fo::QueueRadiationData* queue = (fo::QueueRadiationData*)fo::func::queue_find_first(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	queue = (fo::QueueRadiationData*)fo::func::queue_find_next(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	fo::QueueRadiationData* queue = (fo::QueueRadiationData*)fo::func::queue_find_first(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	queue = (fo::QueueRadiationData*)fo::func::queue_find_next(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	auto queue = (fo::QueueDrugData*)fo::func::queue_find_first(critter, 0);	Modules\Drugs.cpp
	queue = (fo::QueueDrugData*)fo::func::queue_find_next(critter, 0);	Modules\Drugs.cpp
	if (fo::func::queue_find_first(partyMember, 2)) {	Modules\PartyControl.cpp
void queue_clear()	fo::func::queue_clear_type(fo::QueueType::poison_event, nullptr);	Modules\CritterPoison.cpp
void queue_clear_type(DWORD qType, void* func)	jmp  fo::funcoffs::queue_clear_type_;	Modules\BugFixes.cpp
	fo::func::queue_clear_type(fo::QueueType::poison_event, nullptr);	Modules\CritterPoison.cpp
	call fo::funcoffs::queue_clear_type_;	Modules\ScriptExtender.cpp
	call fo::funcoffs::queue_clear_type_;	Modules\ScriptExtender.cpp
void queue_next_time()	call fo::funcoffs::queue_next_time_;	Modules\ScriptExtender.cpp
void queue_explode_exit()	mov  edx, fo::funcoffs::queue_explode_exit_; // func	Modules\ScriptExtender.cpp
	mov  edx, fo::funcoffs::queue_explode_exit_;	Modules\ScriptExtender.cpp
void* queue_find_first(GameObject* object, DWORD qType)	return (fo::QueueAddictData*)fo::func::queue_find_first(fo::var::obj_dude, fo::QueueType::addict_event);	FalloutEngine\EngineUtils.cpp
	fo::QueueAddictData* queue = (fo::QueueAddictData*)fo::func::queue_find_first(critter, fo::QueueType::addict_event);	FalloutEngine\EngineUtils.cpp
	fo::QueueRadiationData* queue = (fo::QueueRadiationData*)fo::func::queue_find_first(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	fo::QueueRadiationData* queue = (fo::QueueRadiationData*)fo::func::queue_find_first(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	auto queue = (fo::QueueDrugData*)fo::func::queue_find_first(critter, 0);	Modules\Drugs.cpp
	if (fo::func::queue_find_first(partyMember, 2)) {	Modules\PartyControl.cpp
void* queue_find_next(GameObject* object, DWORD qType)	queue = (fo::QueueAddictData*)fo::func::queue_find_next(critter, fo::QueueType::addict_event);	FalloutEngine\EngineUtils.cpp
	queue = (fo::QueueRadiationData*)fo::func::queue_find_next(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	queue = (fo::QueueRadiationData*)fo::func::queue_find_next(fo::var::obj_dude, fo::radiation_event);	FalloutEngine\EngineUtils.cpp
	queue = (fo::QueueDrugData*)fo::func::queue_find_next(critter, 0);	Modules\Drugs.cpp
void roll_check_critical()	call fo::funcoffs::roll_check_critical_;	Modules\HookScripts\MiscHs.cpp
DWORD roll_random(DWORD minValue, DWORD maxValue)	if (!drugWasUsed && chance > 0 && fo::func::roll_random(0, 100) < chance) {	Game\combatAI.cpp
	long dice = fo::func::roll_random(1, 10);	Modules\AI.cpp
	call fo::funcoffs::roll_random_;	Modules\BugFixes.cpp
	__asm jmp fo::funcoffs::roll_random_;	Modules\HookScripts\CombatHs.cpp
void game_time_date()	call fo::funcoffs::game_time_date_;	Modules\Scripting\Handlers\Misc.cpp
void set_game_time()	jmp  fo::funcoffs::set_game_time_;	Modules\HookScripts\MiscHs.cpp
void inc_game_time()	jmp  fo::funcoffs::inc_game_time_;	Modules\Worldmap.cpp
DWORD new_obj_id()	obj->id = fo::func::new_obj_id();	Modules\Objects.cpp
	jmp  fo::funcoffs::new_obj_id_;	Modules\Objects.cpp
	id = fo::func::new_obj_id();	Modules\Scripting\Handlers\Objects.cpp
void scr_find_obj()	self_obj = fo::func::scr_find_obj_from_program(scriptPtr->program);	Modules\Scripting\Handlers\Arrays.cpp
	ctx.setReturn(fo::func::scr_find_obj_from_program(scriptPtr->program));	Modules\Scripting\Handlers\Objects.cpp
DWORD scr_find_sid_from_program(Program* program)	static const DWORD scr_find_sid_from_program_back = fo::funcoffs::scr_find_sid_from_program_ + 5;	Modules\ScriptExtender.cpp
	MakeJump(0x4A390C, scr_find_sid_from_program_hack);	Modules\ScriptExtender.cpp
	long sid = fo::func::scr_find_sid_from_program(ctx.program());	Modules\Scripting\Handlers\Misc.cpp
GameObject* scr_find_obj_from_program(Program* program)	self_obj = fo::func::scr_find_obj_from_program(scriptPtr->program);	Modules\Scripting\Handlers\Arrays.cpp
	ctx.setReturn(fo::func::scr_find_obj_from_program(scriptPtr->program));	Modules\Scripting\Handlers\Objects.cpp
void scr_set_ext_param()	call fo::funcoffs::scr_set_ext_param_;	Modules\ScriptExtender.cpp
	call fo::funcoffs::scr_set_ext_param_;	Modules\ScriptExtender.cpp
Program* loadProgram(char* fileName)	: fo::func::loadProgram(fileName);	Modules\ScriptExtender.cpp
	scriptPtr->program = fo::func::loadProgram(fo::var::scriptListInfo[scriptPtr->scriptIdx & 0xFFFFFF].fileName);	Modules\ScriptExtender.cpp
void exec_script_proc()	call fo::funcoffs::exec_script_proc_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::exec_script_proc_;	Modules\ScriptExtender.cpp
	jmp  fo::funcoffs::exec_script_proc_;	Modules\ScriptExtender.cpp
	__asm call fo::funcoffs::exec_script_proc_  \	Modules\Scripting\Handlers\Objects.cpp
void scr_build_lookup_table(ScriptInstance* script)	fo::func::scr_build_lookup_table(scriptPtr);	Modules\ScriptExtender.cpp
void scr_clear_dude_script()	call fo::funcoffs::scr_clear_dude_script_;	Modules\BugFixes.cpp
void scr_write_ScriptNode()	call fo::funcoffs::scr_write_ScriptNode_;	Modules\BugFixes.cpp
DWORD scr_ptr(DWORD scriptId, ScriptInstance** scriptPtr)	fo::func::scr_ptr(sid, &script);	FalloutEngine\EngineUtils.cpp
	if (fo::func::scr_ptr(obj->scriptId, &script) != -1) {	Modules\Objects.cpp
	static const DWORD scr_ptr_back = fo::funcoffs::scr_ptr_ + 5;	Modules\ScriptExtender.cpp
	if (fo::func::scr_ptr(sid, &scriptPtr) == -1) return -1;	Modules\ScriptExtender.cpp
	MakeJump(0x4A5E34, scr_ptr_hack);	Modules\ScriptExtender.cpp
	if (fo::func::scr_new(&scriptId, fo::Scripts::ScriptTypes::SCRIPT_SPATIAL) == -1 || fo::func::scr_ptr(scriptId, &scriptPtr) == -1) return;	Modules\Scripting\Handlers\Objects.cpp
	if (fo::func::scr_ptr(spatialObj->scriptId, &script) != -1) {	Modules\Scripting\Handlers\Objects.cpp
DWORD scr_new(DWORD* scriptID, DWORD sType)	if (fo::func::scr_new(&scriptId, fo::Scripts::ScriptTypes::SCRIPT_SPATIAL) == -1 || fo::func::scr_ptr(scriptId, &scriptPtr) == -1) return;	Modules\Scripting\Handlers\Objects.cpp
DWORD scr_remove(DWORD scriptID)	call fo::funcoffs::scr_remove_;	Modules\BugFixes.cpp
	fo::func::scr_remove(object->scriptId);	Modules\Scripting\Handlers\Objects.cpp
	fo::func::scr_remove(object->scriptId);	Modules\Scripting\Handlers\Objects.cpp
ScriptInstance* scr_find_first_at(DWORD elevation)	fo::ScriptInstance* scriptPtr = fo::func::scr_find_first_at(elev);	Modules\Scripting\Handlers\Arrays.cpp
ScriptInstance* scr_find_next_at()	scriptPtr = fo::func::scr_find_next_at();	Modules\Scripting\Handlers\Arrays.cpp
void scr_exec_map_exit_scripts()	call fo::funcoffs::scr_exec_map_exit_scripts_;	Modules\ScriptExtender.cpp
DWORD scr_get_local_var(DWORD sid, DWORD varId, DWORD* value)	fo::func::scr_get_local_var(id, i, &varVal);	Modules\DebugEditor.cpp
DWORD scr_set_local_var(DWORD sid, DWORD varId, DWORD value)	fo::func::scr_set_local_var(id, i, values[i]);	Modules\DebugEditor.cpp
void skill_set_tags(DWORD* tags, DWORD num)	fo::func::skill_set_tags(tags, num);	FalloutEngine\EngineUtils.cpp
	call fo::funcoffs::skill_set_tags_;	Modules\BugFixes.cpp
void skill_get_tags(DWORD* tags, DWORD num)	fo::func::skill_get_tags(result, num);	FalloutEngine\EngineUtils.cpp
DWORD skill_is_tagged(DWORD skill)	if (fo::func::skill_is_tagged(skill)) mod /= 2;	Modules\Perks.cpp
	if (fo::func::skill_is_tagged(skill)) rawPoints *= 2;	Modules\Skills.cpp
DWORD skill_level(GameObject* critter, DWORD statID)	call fo::funcoffs::skill_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::skill_level_;	Modules\BugFixes.cpp
	unarmed.GetDudeStats(fo::func::skill_level(fo::var::obj_dude, fo::Skill::SKILL_UNARMED_COMBAT));	Modules\Unarmed.cpp
	//unarmed.GetDudeStats(fo::func::skill_level(fo::var::obj_dude, fo::Skill::SKILL_UNARMED_COMBAT));	Modules\Unarmed.cpp
void skill_points()	call fo::funcoffs::skill_points_;	Modules\Skills.cpp
	call fo::funcoffs::skill_points_;	Modules\Skills.cpp
	call fo::funcoffs::skill_points_;	Modules\Skills.cpp
void skill_inc_point()	fo::func::skill_inc_point_force(critter, skill);	Modules\Perks.cpp
DWORD skill_inc_point_force(GameObject* critter, DWORD skill)	fo::func::skill_inc_point_force(critter, skill);	Modules\Perks.cpp
void skill_dec_point()	fo::func::skill_dec_point_force(critter, skill);	Modules\Perks.cpp
DWORD skill_dec_point_force(GameObject* critter, DWORD skill)	fo::func::skill_dec_point_force(critter, skill);	Modules\Perks.cpp
void skill_use()	jmp fo::funcoffs::skill_use_;	Modules\HookScripts\MiscHs.cpp
void skill_check_stealing()	jmp fo::funcoffs::skill_check_stealing_;	Modules\HookScripts\MiscHs.cpp
void skilldex_select()	call fo::funcoffs::skilldex_select_;	Modules\LoadGameHook.cpp
void soundPlay()	jmp  fo::funcoffs::soundPlay_;	Modules\Sound.cpp
void soundDelete()	jmp  fo::funcoffs::soundDelete_;	Modules\Sound.cpp
void soundPlaying()	jmp  fo::funcoffs::soundPlaying_;	Modules\Sound.cpp
void soundVolume()	jmp  fo::funcoffs::soundVolume_; // set sfx volume	Modules\Sound.cpp
void soundSetCallback()	call fo::funcoffs::soundSetCallback_;	Modules\Sound.cpp
void soundSetFileIO()	call fo::funcoffs::soundSetFileIO_;	Modules\Sound.cpp
void soundGetPosition()	jmp  fo::funcoffs::soundGetPosition_;	Modules\Sound.cpp
DWORD stat_level(GameObject* critter, DWORD statId)	return (fo::func::stat_level(fo::var::obj_dude, fo::Stat::STAT_gender) == fo::Gender::GENDER_FEMALE);	FalloutEngine\EngineUtils.cpp
	long minHP = (hpPercent * fo::func::stat_level(source, fo::Stat::STAT_max_hit_points)) / 100;	Game\combatAI.cpp
	while (fo::func::stat_level(source, fo::Stat::STAT_current_hp) < minHP && source->critter.movePoints >= aiUseItemAPCost) {	Game\combatAI.cpp
	long maxHP = fo::func::stat_level(source, fo::Stat::STAT_max_hit_points);	Game\combatAI.cpp
	DWORD armorFid = fo::func::stat_level(fo::var::inven_dude, fo::STAT_gender) == fo::GENDER_FEMALE	Game\inventory.cpp
	long stRange = fo::func::stat_level(source, fo::Stat::STAT_st);	Game\items.cpp
	st = fo::func::stat_level(fo::var::obj_dude, fo::STAT_st);	Game\stats.cpp
	call fo::funcoffs::stat_level_;              // current hp	Modules\AI.cpp
	call fo::funcoffs::stat_level_;	Modules\AI.cpp
	return (fo::func::stat_level(attacker, fo::STAT_iq) >= dice); // true - is friendly	Modules\AI.cpp
	call fo::funcoffs::stat_level_;           // Perception	Modules\BugFixes.cpp
	jmp  fo::funcoffs::stat_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::stat_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::stat_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::stat_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::stat_level_;  // get ST	Modules\BugFixes.cpp
	amount -= fo::func::stat_level(critter, fo::STAT_poison_resist) * amount / 100;	Modules\CritterPoison.cpp
	call fo::funcoffs::stat_level_;                // Get Melee Damage	Modules\DamageMod.cpp
	call fo::funcoffs::stat_level_;                // Get Melee Damage	Modules\DamageMod.cpp
	call fo::funcoffs::stat_level_;                // Get Total_Melee_Damage	Modules\DamageMod.cpp
	call fo::funcoffs::stat_level_; // get STAT_melee_dmg	Modules\DamageMod.cpp
	long newGender = fo::func::stat_level(fo::var::obj_dude, fo::STAT_gender);	Modules\HeroAppearance.cpp
	call fo::funcoffs::stat_level_; // get PC stat current gender	Modules\HeroAppearance.cpp
	long max_hp = fo::func::stat_level(target, fo::STAT_max_hit_points);	Modules\Inventory.cpp
	int ap = fo::func::stat_level(fo::var::obj_dude, fo::STAT_max_move_points);	Modules\LoadGameHook.cpp
	return (fo::func::obj_dist(source, target) <= (fo::func::stat_level(source, fo::STAT_pe) * 3));	Modules\MiscPatches.cpp
	call fo::funcoffs::stat_level_;	Modules\MiscPatches.cpp
	int ac = fo::func::stat_level(partyMember, fo::STAT_ac);	Modules\PartyControl.cpp
	call fo::funcoffs::stat_level_;	Modules\Perks.cpp
	result += fo::func::stat_level(critter, i) * multipliers[skill * 7 + i];	Modules\Skills.cpp
	levelStats[stat] = fo::func::stat_level(critter, stat);	Modules\Stats.cpp
	auto getStatFunc = (derivedHPwBonus) ? fo::func::stat_level : fo::func::stat_get_base;	Modules\Stats.cpp
	psStat[stat] = fo::func::stat_level(fo::var::obj_dude, stat);	Modules\Unarmed.cpp
	maxOut = unarmed.Hit(hit).maxDamage + fo::func::stat_level(source, fo::Stat::STAT_melee_dmg);	Modules\Unarmed.cpp
DWORD stat_get_base(GameObject* critter, DWORD statID)	return fo::func::stat_get_base_direct(fo::var::obj_dude, statID);	Game\stats.cpp
	call fo::funcoffs::stat_get_base_;             // Get Melee Damage w/o bonuses	Modules\DamageMod.cpp
	call fo::funcoffs::stat_get_base_;             // Get Melee Damage w/o bonuses	Modules\DamageMod.cpp
	if (!derivedHPwBonus) baseStats[stat] = fo::func::stat_get_base(critter, stat);	Modules\Stats.cpp
	auto getStatFunc = (derivedHPwBonus) ? fo::func::stat_level : fo::func::stat_get_base;	Modules\Stats.cpp
DWORD stat_get_base_direct(GameObject* critter, DWORD statID)	return fo::func::stat_get_base_direct(fo::var::obj_dude, statID);	Game\stats.cpp
DWORD stat_get_bonus(GameObject* critter, DWORD statID)	int value = fo::func::stat_get_bonus(critter, stat);	Modules\Perks.cpp
void inc_stat()	call fo::funcoffs::inc_stat_;	Modules\BugFixes.cpp
DWORD stat_set_bonus(GameObject* critter, DWORD statID, DWORD amount)	fo::func::stat_set_bonus(critter, stat, value + mod);	Modules\Perks.cpp
void stat_set_defaults()	call fo::funcoffs::stat_set_defaults_;	Modules\BugFixes.cpp
void stat_recalc_derived()	{0x4AF6FC, 5},	CheckAddress.cpp
	MakeJump(0x4AF6FC, stat_recalc_derived_hack); // overrides function	Modules\Stats.cpp
	call fo::funcoffs::stat_recalc_derived_;	Modules\Scripting\Handlers\Interface.cpp
void stat_pc_get()	call fo::funcoffs::stat_pc_get_;	Modules\Scripting\Handlers\Perks.cpp
void stat_pc_set()	call fo::funcoffs::stat_pc_set_;	Modules\Scripting\Handlers\Stats.cpp
void stat_pc_add_experience(DWORD amount)	call fo::funcoffs::stat_pc_add_experience_;	Modules\BugFixes.cpp
	call fo::funcoffs::stat_pc_add_experience_;	Modules\BugFixes.cpp
	call fo::funcoffs::stat_pc_add_experience_;	Modules\BugFixes.cpp
	fo::func::stat_pc_add_experience(delayedExperience);	Modules\PartyControl.cpp
	jmp  fo::funcoffs::stat_pc_add_experience_;	Modules\PartyControl.cpp
void strParseStrFromList()	call fo::funcoffs::strParseStrFromList_;	Modules\Worldmap.cpp
DWORD text_object_create(GameObject* object, char* text, DWORD font, DWORD colorText, DWORD colorOutline, RECT* rect)	if (!fo::func::text_object_create(object, text, font, colorText, colorOutline, &rect)) {	FalloutEngine\EngineUtils.cpp
	jmp  fo::funcoffs::text_object_create_;	Modules\Sound.cpp
void tile_refresh_rect(RECT* boundRect, DWORD elevation)	fo::func::tile_refresh_rect(&rect, object->elevation);	FalloutEngine\EngineUtils.cpp
	fo::func::tile_refresh_rect(&rect, obj->elevation);	FalloutEngine\EngineUtils.cpp
	fo::func::tile_refresh_rect(&rect, fo::var::map_elevation);	Modules\MiscPatches.cpp
	fo::func::tile_refresh_rect(&rect, fo::var::map_elevation);	Modules\PartyControl.cpp
	fo::func::tile_refresh_rect(&rect, fo::var::map_elevation);	Modules\PartyControl.cpp
void tile_refresh_display()	fo::func::tile_refresh_display();	HRP\ViewMap\ViewMap.cpp
	// fo::func::tile_refresh_display();	Modules\DebugEditor.cpp
	fo::func::tile_refresh_display();	Modules\Scripting\Handlers\Interface.cpp
void tile_set_center()	sf::MakeJump(fo::funcoffs::tile_set_center_, tile_set_center_hack_replacement); // 0x4B12F8	HRP\ViewMap\ViewMap.cpp
	call fo::funcoffs::tile_set_center_;	HRP\ViewMap\ViewMap.cpp
	jmp  fo::funcoffs::tile_set_center_;	HRP\ViewMap\ViewMap.cpp
void refresh_mapper()	// fo::var::setInt(FO_VAR_tile_refresh) = fo::funcoffs::refresh_mapper_;	Modules\DebugEditor.cpp
DWORD tile_coord(DWORD tile, DWORD* outX, DWORD* outY)	fo::func::tile_coord(sourceTile, &source_X, &source_Y);	Game\tilemap.cpp
	fo::func::tile_coord(targetTile, &target_X, &target_Y);	Game\tilemap.cpp
	fo::func::tile_coord(targetTile, &targetX, &targetY);	Game\tilemap.cpp
	fo::func::tile_coord(tile, &x, &y);	Game\tilemap.cpp
	fo::func::tile_coord(tObj->tile_num, &tObj->rect.x, &tObj->rect.y);	Modules\MiscPatches.cpp
	call fo::funcoffs::tile_coord_;	Modules\Scripting\Handlers\Misc.cpp
void tile_num()	long chkTile = fo::func::tile_num_in_direction(dstTile, rotation, 1);	FalloutEngine\EngineUtils.cpp
	long chkTile = fo::func::tile_num_in_direction(dstTile, dir, 1);	FalloutEngine\EngineUtils.cpp
	chkTile = fo::func::tile_num_in_direction(dstTile, rotation, 1);	FalloutEngine\EngineUtils.cpp
	chkTile = fo::func::tile_num_in_direction(dstTile, rotation, 1);	FalloutEngine\EngineUtils.cpp
	long _tile = fo::func::tile_num_in_direction(tile, direction, 1);	Game\tilemap.cpp
	long tile = fo::func::tile_num(target_X, target_Y);	Game\tilemap.cpp
	long tile = fo::func::tile_num(target_X, target_Y);	Game\tilemap.cpp
	long tile = fo::func::tile_num_in_direction(childData.tile, rotation, 1);	Game\tilemap.cpp
	objTile = fo::func::tile_num_in_direction(objTile, dir, 1);	Game\AI\AIHelpers.cpp
	checkTile = fo::func::tile_num_in_direction(checkTile, rotation, dist);	Modules\BugFixes.cpp
	long tilePlace = fo::func::tile_num_in_direction(dudeTile, dudeRot, distance);	Modules\BugFixes.cpp
	if (fo::func::obj_blocking_at(source, fo::func::tile_num_in_direction(tilePlace, dir, 1), elevation)) {	Modules\BugFixes.cpp
	call fo::funcoffs::tile_num_; // ebx - unused	Modules\Scripting\Handlers\Misc.cpp
	ctx.setReturn(fo::func::tile_num(ctx.arg(0).rawValue(), ctx.arg(1).rawValue()));	Modules\Scripting\Handlers\Worldmap.cpp
DWORD tile_dist(DWORD scrTile, DWORD dstTile)	if (fo::func::tile_dist(sourceTile, obj->tile) <= (radius + multiHex)) {	FalloutEngine\EngineUtils.cpp
	if (fo::func::tile_dist(source->tile, dstTile) > 1) {	FalloutEngine\EngineUtils.cpp
	long currentRange = fo::func::tile_dist(sourceTile, targetTile);	Game\tilemap.cpp
	long dist = fo::func::tile_dist(targetTile, tile);	Game\tilemap.cpp
	long dist = fo::func::tile_dist(targetTile, tile);	Game\tilemap.cpp
DWORD tile_num_in_direction(DWORD tile, DWORD rotation, DWORD distance)	long chkTile = fo::func::tile_num_in_direction(dstTile, rotation, 1);	FalloutEngine\EngineUtils.cpp
	long chkTile = fo::func::tile_num_in_direction(dstTile, dir, 1);	FalloutEngine\EngineUtils.cpp
	chkTile = fo::func::tile_num_in_direction(dstTile, rotation, 1);	FalloutEngine\EngineUtils.cpp
